,target_market,score,cover_image,sugar_result,fiber_result,sodium_result,sugar_per_serving,fiber_per_serving,sodium_per_serving,calories_per_serving,serving_size,index,url,sugar_result_perc,fiber_result_perc,calories_result_ratio,file_name,cropped_path
107,Adult,38,http://cerealfacts.org/media/cereal_images/KelloggCrunchyNutCaramelNut.jpg,32%,0%,484,10,0,150,120,31,108,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=108,32,0,3.87096774194,img_108_kelloggcrunchynutcaramelnut.jpg,../img/cropped/img_108_kelloggcrunchynutcaramelnut_cropped.png
108,Adult,46,http://cerealfacts.org/media/cereal_images/KelloggEggoCerealMapleSyrup.jpg,39%,6%,484,12,2,150,120,31,109,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=109,39,6,3.87096774194,img_109_kelloggeggocerealmaplesyrup.jpg,../img/cropped/img_109_kelloggeggocerealmaplesyrup_cropped.png
109,Adult,54,http://cerealfacts.org/media/cereal_images/KelloggFiberPlusAntioxidantsBerryYogurtCrunch.jpg,23%,19%,377,12,10,200,170,53,110,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=110,23,19,3.20754716981,img_110_kelloggfiberplusantioxidantsberryyogurtcrunch.jpg,../img/cropped/img_110_kelloggfiberplusantioxidantsberryyogurtcrunch_cropped.png
110,Adult,54,http://cerealfacts.org/media/cereal_images/KelloggFiberPlusAntioxidantsCaramelPecanClusters.jpg,24%,18%,408,12,9,200,170,49,111,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=111,24,18,3.4693877551,img_111_kelloggfiberplusantioxidantscaramelpecanclusters.jpg,../img/cropped/img_111_kelloggfiberplusantioxidantscaramelpecanclusters_cropped.png
111,Adult,56,http://cerealfacts.org/media/cereal_images/KelloggFiberPlusAnitoxidantsCinnamonOatCrunch.jpg,22%,28%,438,7,9,140,110,32,112,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=112,22,28,3.4375,img_112_kelloggfiberplusanitoxidantscinnamonoatcrunch.jpg,../img/cropped/img_112_kelloggfiberplusanitoxidantscinnamonoatcrunch_cropped.png
112,Child,44,http://cerealfacts.org/media/cereal_images/KelloggFrootLoopsMarshmallows.jpg,48%,7%,379,14,2,110,110,29,113,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=113,48,7,3.79310344828,img_113_kelloggfrootloopsmarshmallows.jpg,../img/cropped/img_113_kelloggfrootloopsmarshmallows_cropped.png
113,Child,42,http://cerealfacts.org/media/cereal_images/KelloggFrootLoopsRegular.jpg,41%,10%,466,12,3,135,110,29,114,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=114,41,10,3.79310344828,img_114_kelloggfrootloopsregular.jpg,../img/cropped/img_114_kelloggfrootloopsregular_cropped.png
114,Child,52,http://cerealfacts.org/media/cereal_images/KelloggFrostedFlakesReducedSugar.jpg,27%,10%,533,8,3,160,110,30,115,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=115,27,10,3.66666666667,img_115_kelloggfrostedflakesreducedsugar.jpg,../img/cropped/img_115_kelloggfrostedflakesreducedsugar_cropped.png
115,Child,42,http://cerealfacts.org/media/cereal_images/KelloggFrostedFlakesRegular.jpg,37%,3%,467,11,1,140,110,30,116,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=116,37,3,3.66666666667,img_116_kelloggfrostedflakesregular.jpg,../img/cropped/img_116_kelloggfrostedflakesregular_cropped.png
116,Family,48,http://cerealfacts.org/media/cereal_images/KelloggHoneySmacks.jpg,56%,4%,148,15,1,40,100,27,117,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=117,56,4,3.7037037037,img_117_kellogghoneysmacks.jpg,../img/cropped/img_117_kellogghoneysmacks_cropped.png
117,Adult,56,http://cerealfacts.org/media/cereal_images/KelloggLowFatGranolaWithRaisins.jpg,28%,7%,250,17,4,150,230,60,118,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=118,28,7,3.83333333333,img_118_kellogglowfatgranolawithraisins.jpg,../img/cropped/img_118_kellogglowfatgranolawithraisins_cropped.png
118,Adult,54,http://cerealfacts.org/media/cereal_images/KelloggLowFatGranolaWithoutRaisins.jpg,29%,6%,255,14,3,125,190,49,119,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=119,29,6,3.87755102041,img_119_kellogglowfatgranolawithoutraisins.jpg,../img/cropped/img_119_kellogglowfatgranolawithoutraisins_cropped.png
119,Family,74,http://cerealfacts.org/media/cereal_images/KelloggMiniWheatFrostedBigBite.jpg,21%,10%,0,12,6,0,200,58,120,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=120,21,10,3.44827586207,img_120_kelloggminiwheatfrostedbigbite.jpg,../img/cropped/img_120_kelloggminiwheatfrostedbigbite_cropped.png
120,Family,74,http://cerealfacts.org/media/cereal_images/KelloggMiniWheatFrostedBiteSize.jpg,20%,11%,0,11,6,0,190,54,121,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=121,20,11,3.51851851852,img_121_kelloggminiwheatfrostedbitesize.jpg,../img/cropped/img_121_kelloggminiwheatfrostedbitesize_cropped.png
121,Family,74,http://cerealfacts.org/media/cereal_images/KelloggMiniWheatFrostedBlueberryMuffin.jpg,22%,11%,0,12,6,0,190,55,122,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=122,22,11,3.45454545455,img_122_kelloggminiwheatfrostedblueberrymuffin.jpg,../img/cropped/img_122_kelloggminiwheatfrostedblueberrymuffin_cropped.png
122,Family,74,http://cerealfacts.org/media/cereal_images/KelloggMiniWheatFrostedCinnamonStreusel.jpg,22%,11%,0,12,6,0,190,54,123,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=123,22,11,3.51851851852,img_123_kelloggminiwheatfrostedcinnamonstreusel.jpg,../img/cropped/img_123_kelloggminiwheatfrostedcinnamonstreusel_cropped.png
123,Family,74,http://cerealfacts.org/media/cereal_images/KelloggMiniWheatFrostedMapleBrownSugar.jpg,22%,11%,0,12,6,0,190,55,124,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=124,22,11,3.45454545455,img_124_kelloggminiwheatfrostedmaplebrownsugar.jpg,../img/cropped/img_124_kelloggminiwheatfrostedmaplebrownsugar_cropped.png
124,Family,74,http://cerealfacts.org/media/cereal_images/KelloggMiniWheatFrostedStrawberryDelight.jpg,22%,11%,0,12,6,0,190,55,125,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=125,22,11,3.45454545455,img_125_kelloggminiwheatfrostedstrawberrydelight.jpg,../img/cropped/img_125_kelloggminiwheatfrostedstrawberrydelight_cropped.png
125,Family,82,http://cerealfacts.org/media/cereal_images/KelloggMiniWheatUnfrostedBiteSize.jpg,0%,15%,0,0,8,0,190,55,126,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=126,0,15,3.45454545455,img_126_kelloggminiwheatunfrostedbitesize.jpg,../img/cropped/img_126_kelloggminiwheatunfrostedbitesize_cropped.png
126,Family,74,http://cerealfacts.org/media/cereal_images/KelloggMiniWheatFrostedMixedBerryTouchOfFruit.jpg,18%,11%,18,10,6,10,190,55,127,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=127,18,11,3.45454545455,img_127_kelloggminiwheatfrostedmixedberrytouchoffruit.jpg,../img/cropped/img_127_kelloggminiwheatfrostedmixedberrytouchoffruit_cropped.png
127,Family,54,http://cerealfacts.org/media/cereal_images/KelloggMiniWheatLittleBitesChocolate.jpg,22%,11%,382,12,6,210,190,55,128,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=128,22,11,3.45454545455,img_128_kelloggminiwheatlittlebiteschocolate.jpg,../img/cropped/img_128_kelloggminiwheatlittlebiteschocolate_cropped.png
128,Family,74,http://cerealfacts.org/media/cereal_images/KelloggMiniWheatLittleBitesCinnamonRoll.jpg,22%,11%,0,12,6,0,190,55,129,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=129,22,11,3.45454545455,img_129_kelloggminiwheatlittlebitescinnamonroll.jpg,../img/cropped/img_129_kelloggminiwheatlittlebitescinnamonroll_cropped.png
129,Family,74,http://cerealfacts.org/media/cereal_images/KelloggMiniWheatFrostedOriginal.jpg,20%,11%,0,11,6,0,190,55,130,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=130,20,11,3.45454545455,img_130_kelloggminiwheatfrostedoriginal.jpg,../img/cropped/img_130_kelloggminiwheatfrostedoriginal_cropped.png
130,Adult,58,http://cerealfacts.org/media/cereal_images/KelloggMueslix.jpg,25%,9%,255,14,5,140,200,55,131,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=131,25,9,3.63636363636,img_131_kelloggmueslix.jpg,../img/cropped/img_131_kelloggmueslix_cropped.png
131,Adult,48,http://cerealfacts.org/media/cereal_images/KelloggProduct19.jpg,13%,3%,733,4,1,220,110,30,132,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=132,13,3,3.66666666667,img_132_kelloggproduct19.jpg,../img/cropped/img_132_kelloggproduct19_cropped.png
132,Adult,50,http://cerealfacts.org/media/cereal_images/KelloggRaisinBranCrunch.jpg,36%,8%,377,19,4,200,190,53,133,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=133,36,8,3.58490566038,img_133_kelloggraisinbrancrunch.jpg,../img/cropped/img_133_kelloggraisinbrancrunch_cropped.png
133,Adult,54,http://cerealfacts.org/media/cereal_images/KelloggRaisinBranRegular.jpg,31%,12%,356,18,7,210,190,59,134,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=134,31,12,3.22033898305,img_134_kelloggraisinbranregular.jpg,../img/cropped/img_134_kelloggraisinbranregular_cropped.png
134,Child,38,http://cerealfacts.org/media/cereal_images/KelloggRiceKrispiesFrostedKrispies.jpg,40%,0%,367,12,0,110,110,30,135,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=135,40,0,3.66666666667,img_135_kelloggricekrispiesfrostedkrispies.jpg,../img/cropped/img_135_kelloggricekrispiesfrostedkrispies_cropped.png
135,Child,38,http://cerealfacts.org/media/cereal_images/KelloggRiceKrispiesRiceKrispiesTreats.jpg,30%,0%,567,9,0,170,120,30,136,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=136,30,0,4.0,img_136_kelloggricekrispiesricekrispiestreats.jpg,../img/cropped/img_136_kelloggricekrispiesricekrispiestreats_cropped.png
136,Child,52,http://cerealfacts.org/media/cereal_images/KelloggRiceKrispiesRegular.jpg,12%,3%,576,4,1,190,130,33,137,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=137,12,3,3.93939393939,img_137_kelloggricekrispiesregular.jpg,../img/cropped/img_137_kelloggricekrispiesregular_cropped.png
137,Child,64,http://cerealfacts.org/media/cereal_images/KelloggRiceKrispiesGlutenFree.jpg,3%,3%,600,1,1,180,110,30,138,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=138,3,3,3.66666666667,img_138_kelloggricekrispiesglutenfree.jpg,../img/cropped/img_138_kelloggricekrispiesglutenfree_cropped.png
138,Adult,48,http://cerealfacts.org/media/cereal_images/KelloggSmartStartOriginalAntioxidants.jpg,28%,6%,560,14,3,280,180,50,139,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=139,28,6,3.6,img_139_kelloggsmartstartoriginalantioxidants.jpg,../img/cropped/img_139_kelloggsmartstartoriginalantioxidants_cropped.png
139,Adult,56,http://cerealfacts.org/media/cereal_images/KelloggSmartStartToastedOat.jpg,28%,8%,233,17,5,140,220,60,140,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=140,28,8,3.66666666667,img_140_kelloggsmartstarttoastedoat.jpg,../img/cropped/img_140_kelloggsmartstarttoastedoat_cropped.png
140,Family,40,http://cerealfacts.org/media/cereal_images/KelloggSmorz.jpg,43%,3%,450,13,1,135,120,30,141,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=141,43,3,4.0,img_141_kelloggsmorz.jpg,../img/cropped/img_141_kelloggsmorz_cropped.png
141,Adult,52,http://cerealfacts.org/media/cereal_images/KelloggSpecialKBlueberry.jpg,27%,10%,467,8,3,140,110,30,142,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=142,27,10,3.66666666667,img_142_kelloggspecialkblueberry.jpg,../img/cropped/img_142_kelloggspecialkblueberry_cropped.png
142,Adult,36,http://cerealfacts.org/media/cereal_images/KelloggSpecialKChocolateyDelight.jpg,29%,10%,581,9,3,180,120,31,143,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=143,29,10,3.87096774194,img_143_kelloggspecialkchocolateydelight.jpg,../img/cropped/img_143_kelloggspecialkchocolateydelight_cropped.png
143,Adult,48,http://cerealfacts.org/media/cereal_images/KelloggSpecialKCinnamonPecan.jpg,23%,10%,633,7,3,190,110,30,144,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=144,23,10,3.66666666667,img_144_kelloggspecialkcinnamonpecan.jpg,../img/cropped/img_144_kelloggspecialkcinnamonpecan_cropped.png
144,Adult,50,http://cerealfacts.org/media/cereal_images/KelloggSpecialKFruitYogurt.jpg,31%,9%,438,10,3,140,120,32,145,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=145,31,9,3.75,img_145_kelloggspecialkfruityogurt.jpg,../img/cropped/img_145_kelloggspecialkfruityogurt_cropped.png
145,Adult,70,http://cerealfacts.org/media/cereal_images/KelloggSpecialKProteinPlus.jpg,7%,17%,379,2,5,110,100,29,146,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=146,7,17,3.44827586207,img_146_kelloggspecialkproteinplus.jpg,../img/cropped/img_146_kelloggspecialkproteinplus_cropped.png
146,Adult,48,http://cerealfacts.org/media/cereal_images/KelloggSpecialKRedBerries.jpg,29%,10%,613,9,3,190,110,31,147,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=147,29,10,3.54838709677,img_147_kelloggspecialkredberries.jpg,../img/cropped/img_147_kelloggspecialkredberries_cropped.png
147,Adult,44,http://cerealfacts.org/media/cereal_images/KelloggSpecialKRegular.jpg,13%,0%,710,4,0,220,120,31,148,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=148,13,0,3.87096774194,img_148_kelloggspecialkregular.jpg,../img/cropped/img_148_kelloggspecialkregular_cropped.png
148,Adult,48,http://cerealfacts.org/media/cereal_images/KelloggSpecialKVanillaAlmond.jpg,30%,10%,567,9,3,170,110,30,149,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=149,30,10,3.66666666667,img_149_kelloggspecialkvanillaalmond.jpg,../img/cropped/img_149_kelloggspecialkvanillaalmond_cropped.png
149,Adult,50,http://cerealfacts.org/media/cereal_images/KelloggSpecialKMultigrainOatsHoney.jpg,28%,10%,483,8,3,140,100,29,150,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=150,28,10,3.44827586207,img_150_kelloggspecialkmultigrainoatshoney.jpg,../img/cropped/img_150_kelloggspecialkmultigrainoatshoney_cropped.png
150,Adult,76,http://cerealfacts.org/media/cereal_images/KelloggSpecialKLowFatGranola.jpg,6%,10%,221,3,5,115,190,52,151,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=151,6,10,3.65384615385,img_151_kelloggspecialklowfatgranola.jpg,../img/cropped/img_151_kelloggspecialklowfatgranola_cropped.png
151,Adult,56,http://cerealfacts.org/media/cereal_images/KelloggBearNakedCerealNutClusterCrunchHoneyAlmond.jpg,22%,6%,449,11,3,220,180,49,152,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=152,22,6,3.67346938776,img_152_kelloggbearnakedcerealnutclustercrunchhoneyalmond.jpg,../img/cropped/img_152_kelloggbearnakedcerealnutclustercrunchhoneyalmond_cropped.png
152,Adult,56,http://cerealfacts.org/media/cereal_images/KelloggBearNakedCerealNutClusterCrunchMapleNut.jpg,22%,7%,441,13,4,260,220,59,153,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=153,22,7,3.72881355932,img_153_kelloggbearnakedcerealnutclustercrunchmaplenut.jpg,../img/cropped/img_153_kelloggbearnakedcerealnutclustercrunchmaplenut_cropped.png
153,Adult,44,http://cerealfacts.org/media/cereal_images/KelloggCinnabon.jpg,40%,3%,383,12,1,115,120,30,154,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=154,40,3,4.0,img_154_kelloggcinnabon.jpg,../img/cropped/img_154_kelloggcinnabon_cropped.png
154,Adult,56,http://cerealfacts.org/media/cereal_images/KashiGranolaCocoaBeach.jpg,18%,13%,236,10,7,130,220,55,155,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=155,18,13,4.0,img_155_kashigranolacocoabeach.jpg,../img/cropped/img_155_kashigranolacocoabeach_cropped.png
155,Adult,56,http://cerealfacts.org/media/cereal_images/KashiGranolaMtMedleyGranola.jpg,18%,11%,245,10,6,135,230,55,156,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=156,18,11,4.18181818182,img_156_kashigranolamtmedleygranola.jpg,../img/cropped/img_156_kashigranolamtmedleygranola_cropped.png
156,Adult,70,http://cerealfacts.org/media/cereal_images/KashiShreddedWheatTypeAutumnWheat.jpg,20%,13%,227,11,7,125,210,55,157,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=157,20,13,3.81818181818,img_157_kashishreddedwheattypeautumnwheat.jpg,../img/cropped/img_157_kashishreddedwheattypeautumnwheat_cropped.png
157,Adult,76,http://cerealfacts.org/media/cereal_images/KashiShreddedWheatTypeCinnamonHarvest.jpg,16%,9%,0,9,5,0,180,55,158,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=158,16,9,3.27272727273,img_158_kashishreddedwheattypecinnamonharvest.jpg,../img/cropped/img_158_kashishreddedwheattypecinnamonharvest_cropped.png
158,Adult,76,http://cerealfacts.org/media/cereal_images/KashiShreddedWheatTypeIslandVanilla.jpg,16%,11%,9,9,6,5,190,55,159,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=159,16,11,3.45454545455,img_159_kashishreddedwheattypeislandvanilla.jpg,../img/cropped/img_159_kashishreddedwheattypeislandvanilla_cropped.png
159,Adult,74,http://cerealfacts.org/media/cereal_images/KashiFlakes7WholeGrainsFlakes.jpg,8%,12%,300,4,6,150,180,50,160,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=160,8,12,3.6,img_160_kashiflakes7wholegrainsflakes.jpg,../img/cropped/img_160_kashiflakes7wholegrainsflakes_cropped.png
160,Adult,78,http://cerealfacts.org/media/cereal_images/KashiGoLeanOriginal.jpg,12%,19%,163,6,10,85,140,52,161,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=161,12,19,2.69230769231,img_161_kashigoleanoriginal.jpg,../img/cropped/img_161_kashigoleanoriginal_cropped.png
161,Adult,58,http://cerealfacts.org/media/cereal_images/KashiGoLeanCrunchHoneyAlmondFlax.jpg,23%,15%,264,12,8,140,200,53,162,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=162,23,15,3.77358490566,img_162_kashigoleancrunchhoneyalmondflax.jpg,../img/cropped/img_162_kashigoleancrunchhoneyalmondflax_cropped.png
162,Adult,58,http://cerealfacts.org/media/cereal_images/KashiGoLeanCrunchOriginal.jpg,25%,15%,189,13,8,100,190,53,163,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=163,25,15,3.58490566038,img_163_kashigoleancrunchoriginal.jpg,../img/cropped/img_163_kashigoleancrunchoriginal_cropped.png
163,Adult,72,http://cerealfacts.org/media/cereal_images/KashiGoodFriendsOriginal.jpg,19%,23%,208,10,12,110,160,53,164,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=164,19,23,3.01886792453,img_164_kashigoodfriendsoriginal.jpg,../img/cropped/img_164_kashigoodfriendsoriginal_cropped.png
164,Adult,72,http://cerealfacts.org/media/cereal_images/KashiHeartToHeartHoneyToastedOat.jpg,15%,15%,258,5,5,85,120,33,165,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=165,15,15,3.63636363636,img_165_kashihearttohearthoneytoastedoat.jpg,../img/cropped/img_165_kashihearttohearthoneytoastedoat_cropped.png
165,Adult,70,http://cerealfacts.org/media/cereal_images/KashiHeartToHeartOatFlakesWildBlueberryClusters.jpg,22%,7%,245,12,4,135,200,55,166,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=166,22,7,3.63636363636,img_166_kashihearttoheartoatflakeswildblueberryclusters.jpg,../img/cropped/img_166_kashihearttoheartoatflakeswildblueberryclusters_cropped.png
166,Adult,72,http://cerealfacts.org/media/cereal_images/KashiHeartTohHeartWarmCinnamonOat.jpg,15%,15%,242,5,5,80,120,33,167,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=167,15,15,3.63636363636,img_167_kashihearttohheartwarmcinnamonoat.jpg,../img/cropped/img_167_kashihearttohheartwarmcinnamonoat_cropped.png
167,Adult,74,http://cerealfacts.org/media/cereal_images/KashiHoneyPuffs7WholeGrainsHoneyPuffs.jpg,20%,7%,0,6,2,0,120,30,168,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=168,20,7,4.0,img_168_kashihoneypuffs7wholegrainshoneypuffs.jpg,../img/cropped/img_168_kashihoneypuffs7wholegrainshoneypuffs_cropped.png
168,Family,56,http://cerealfacts.org/media/cereal_images/KashiSquaresHoneySunshine.jpg,20%,17%,450,6,5,135,100,30,169,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=169,20,17,3.33333333333,img_169_kashisquareshoneysunshine.jpg,../img/cropped/img_169_kashisquareshoneysunshine_cropped.png
169,Family,54,http://cerealfacts.org/media/cereal_images/KashiSquaresBerryBlossoms.jpg,23%,20%,417,7,6,125,100,30,170,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=170,23,20,3.33333333333,img_170_kashisquaresberryblossoms.jpg,../img/cropped/img_170_kashisquaresberryblossoms_cropped.png
170,Adult,72,http://cerealfacts.org/media/cereal_images/KashiNuggets7WholeGrainsNuggets.jpg,5%,12%,448,3,7,260,210,58,171,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=171,5,12,3.62068965517,img_171_kashinuggets7wholegrainsnuggets.jpg,../img/cropped/img_171_kashinuggets7wholegrainsnuggets_cropped.png
171,None,82,http://cerealfacts.org/media/cereal_images/KashiPuffs7WholeGrainsPuffs.jpg,0%,5%,0,0,1,0,70,19,172,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=172,0,5,3.68421052632,img_172_kashipuffs7wholegrainspuffs.jpg,../img/cropped/img_172_kashipuffs7wholegrainspuffs_cropped.png
172,Adult,46,http://cerealfacts.org/media/cereal_images/KashiStrawberryFields.jpg,28%,3%,531,9,1,170,120,32,173,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=173,28,3,3.75,img_173_kashistrawberryfields.jpg,../img/cropped/img_173_kashistrawberryfields_cropped.png
173,Adult,70,http://cerealfacts.org/media/cereal_images/KashiUBlackCurrantsWalnuts.jpg,20%,13%,227,11,7,125,210,55,174,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=174,20,13,3.81818181818,img_174_kashiublackcurrantswalnuts.jpg,../img/cropped/img_174_kashiublackcurrantswalnuts_cropped.png
174,Adult,70,http://cerealfacts.org/media/cereal_images/KashiGoLeanCrispCinnamonCrumble.jpg,20%,18%,255,10,9,130,190,51,175,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=175,20,18,3.72549019608,img_175_kashigoleancrispcinnamoncrumble.jpg,../img/cropped/img_175_kashigoleancrispcinnamoncrumble_cropped.png
175,Adult,70,http://cerealfacts.org/media/cereal_images/KashiGoLeanCrispBerryCrumble.jpg,20%,16%,245,10,8,125,180,51,176,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=176,20,16,3.52941176471,img_176_kashigoleancrispberrycrumble.jpg,../img/cropped/img_176_kashigoleancrispberrycrumble_cropped.png
176,Family,72,http://cerealfacts.org/media/cereal_images/KashiGoldenGoodness.jpg,13%,10%,283,8,6,170,210,60,177,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=177,13,10,3.5,img_177_kashigoldengoodness.jpg,../img/cropped/img_177_kashigoldengoodness_cropped.png
177,Adult,54,http://cerealfacts.org/media/cereal_images/KashiOrganicCeralIndigoMorning.jpg,22%,7%,463,6,2,125,100,27,178,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=178,22,7,3.7037037037,img_178_kashiorganicceralindigomorning.jpg,../img/cropped/img_178_kashiorganicceralindigomorning_cropped.png
178,Adult,56,http://cerealfacts.org/media/cereal_images/KashiOrganicCerealSimplyMaize.jpg,22%,7%,407,6,2,110,100,27,179,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=179,22,7,3.7037037037,img_179_kashiorganiccerealsimplymaize.jpg,../img/cropped/img_179_kashiorganiccerealsimplymaize_cropped.png
179,Adult,54,http://cerealfacts.org/media/cereal_images/NewmansOwnFlakeNStrawberry.jpg,27%,7%,433,8,2,130,110,30,180,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=180,27,7,3.66666666667,img_180_newmansownflakenstrawberry.jpg,../img/cropped/img_180_newmansownflakenstrawberry_cropped.png
180,Adult,56,http://cerealfacts.org/media/cereal_images/NewmansOwnHoneyFlaxFlakes.jpg,27%,13%,267,8,4,80,100,30,181,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=181,27,13,3.33333333333,img_181_newmansownhoneyflaxflakes.jpg,../img/cropped/img_181_newmansownhoneyflaxflakes_cropped.png
181,Adult,74,http://cerealfacts.org/media/cereal_images/NewmansOwnCinnamonFiberFlakes.jpg,20%,27%,0,6,8,0,90,30,182,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=182,20,27,3.0,img_182_newmansowncinnamonfiberflakes.jpg,../img/cropped/img_182_newmansowncinnamonfiberflakes_cropped.png
182,Adult,54,http://cerealfacts.org/media/cereal_images/NewmansOwnVanillaAlmond.jpg,23%,7%,417,7,2,125,110,30,183,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=183,23,7,3.66666666667,img_183_newmansownvanillaalmond.jpg,../img/cropped/img_183_newmansownvanillaalmond_cropped.png
183,Child,54,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicAmazonFrostedFlakes.jpg,23%,7%,400,7,2,120,120,30,184,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=184,23,7,4.0,img_184_npenvirokidzorganicamazonfrostedflakes.jpg,../img/cropped/img_184_npenvirokidzorganicamazonfrostedflakes_cropped.png
184,Child,54,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicGorillaMunch.jpg,30%,7%,333,9,2,100,115,30,185,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=185,30,7,3.83333333333,img_185_npenvirokidzorganicgorillamunch.jpg,../img/cropped/img_185_npenvirokidzorganicgorillamunch_cropped.png
185,Child,48,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicKoalaCrisp.jpg,30%,3%,450,9,1,135,120,30,186,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=186,30,3,4.0,img_186_npenvirokidzorganickoalacrisp.jpg,../img/cropped/img_186_npenvirokidzorganickoalacrisp_cropped.png
186,Child,54,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicLeapinLemurs.jpg,27%,7%,383,8,2,115,120,30,187,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=187,27,7,4.0,img_187_npenvirokidzorganicleapinlemurs.jpg,../img/cropped/img_187_npenvirokidzorganicleapinlemurs_cropped.png
187,Child,44,http://cerealfacts.org/media/cereal_images/NPEnvirokidzOrganicPeanutButterPandaPuffs.jpg,40%,3%,317,12,1,95,130,30,188,http://cerealfacts.org/cereal_nutrition_scores.aspx?id=188,40,3,4.33333333333,img_188_npenvirokidzorganicpeanutbutterpandapuffs.jpg,../img/cropped/img_188_npenvirokidzorganicpeanutbutterpandapuffs_cropped.png
